Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Bassett, Nathan",2,1,1,3,,,1.0,,2.0,,,,,1.0,,,4.0,,,,,,
25,"Beinke, Bryan",8,7,2,10,1,1.0,,2.0,,5.0,,,,,,7.0,4.0,4.0,1.0,,,,
26,"Bickley, Mark",9,1,8,17,,,,,,3.0,7.0,1.0,,,,10.0,8.0,,,1.0,,,
24,"Burton, Brett",11,4,3,14,4,,,1.0,1.0,4.0,1.0,,1.0,2.0,,11.0,4.0,4.0,3.0,3.0,2.0,,
14,"Connell, Matthew",4,3,1,5,,1.0,,,1.0,2.0,,,,1.0,,,5.0,,,,,,
9,"Edwards, Tyson",5,4,5,10,,,,,1.0,,,1.0,1.0,1.0,,6.0,5.0,1.0,,2.0,,,
36,"Goodwin, Simon",7,3,2,9,,,,2.0,4.0,1.0,,1.0,,,,2.0,7.0,1.0,,,1.0,,
34,"Hart, Ben",6,3,2,8,,,,,1.0,,,2.0,,1.0,,1.0,7.0,,,1.0,1.0,,
1,"Herbert, Lucas",4,3,3,7,,,14.0,1.0,1.0,,3.0,1.0,2.0,1.0,,6.0,3.0,,1.0,1.0,,,
11,"James, Brett",4,1,6,10,,,,,1.0,2.0,1.0,,,,,4.0,7.0,,,1.0,,,
35,"Jameson, Rod",12,7,6,18,,,,2.0,3.0,3.0,,1.0,2.0,,,5.0,14.0,,1.0,1.0,1.0,,
3,"Jarman, Darren",3,2,1,4,2,,,,,1.0,,2.0,,2.0,,2.0,2.0,2.0,1.0,1.0,,,
5,"Koster, Kym",16,3,6,22,1,,,1.0,3.0,7.0,6.0,1.0,,2.0,,9.0,14.0,,,1.0,2.0,,
16,"McGregor, Ken",5,4,1,6,1,,3.0,,,3.0,,,,3.0,,4.0,3.0,2.0,1.0,,,,
23,"McLeod, Andrew",12,4,9,21,,,,2.0,2.0,8.0,4.0,2.0,1.0,3.0,,10.0,12.0,,,1.0,,,
21,"Ormond-Allen, Trent",2,2,,2,,,,,1.0,,,,,,,,2.0,,,,,,
22,"Perrie, Ian",2,,2,4,,,1.0,,1.0,,1.0,1.0,1.0,,,4.0,1.0,,,1.0,,,
32,"Ricciuto, Mark",15,7,10,25,,,,,2.0,3.0,3.0,4.0,2.0,3.0,,6.0,19.0,,,1.0,,,
7,"Smart, Nigel",14,4,9,23,,1.0,,3.0,2.0,7.0,6.0,1.0,2.0,2.0,,14.0,11.0,,,1.0,,,
19,"Stevens, Mark",7,5,5,12,,,,1.0,4.0,2.0,3.0,2.0,,1.0,,4.0,10.0,1.0,,4.0,,,
29,"Thiessen, James",2,2,8,10,,,,2.0,,3.0,1.0,2.0,1.0,3.0,,9.0,2.0,1.0,,,,,
30,"Vardy, Peter",12,5,3,15,4,3.0,,1.0,,3.0,,3.0,,1.0,,7.0,10.0,,2.0,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,162,75,93,255,13,10.0,19.0,18.0,30.0,57.0,36.0,25.0,13.0,27.0,,121.0,154.0,16.0,10.0,20.0,7.0,,
Opposition,Opposition,223,94,179,402,20,16.0,43.0,30.0,40.0,53.0,42.0,36.0,27.0,13.0,6.0,142.0,265.0,18.0,18.0,30.0,15.0,,
