Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Adams, Taylor",17,3,19,36,,,,11.0,1.0,8.0,8.0,6.0,1.0,1.0,3.0,15.0,22.0,,,2.0,,,81.0
14,"Aish, James",11,3,15,26,2,,,4.0,2.0,2.0,3.0,6.0,1.0,2.0,,13.0,13.0,,,2.0,,,84.0
16,"Brown, Nathan",6,6,7,13,,,,2.0,1.0,1.0,,2.0,,1.0,,4.0,9.0,1.0,,7.0,,,88.0
32,"Cloke, Travis",8,7,3,11,1,2.0,,4.0,,3.0,,2.0,,1.0,,3.0,8.0,1.0,2.0,1.0,,,95.0
25,"Crisp, Jack",7,3,14,21,1,,,8.0,,3.0,1.0,3.0,,,,7.0,15.0,,,3.0,,,86.0
39,"Crocker, Ben",5,2,9,14,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,3.0,11.0,,1.0,1.0,,1.0,85.0
2,"de Goey, Jordan",3,1,11,14,,,,2.0,,3.0,4.0,1.0,,,,8.0,7.0,,,,,1.0,75.0
19,"Greenwood, Levi",6,1,8,14,1,1.0,,3.0,1.0,1.0,1.0,1.0,1.0,,,5.0,9.0,1.0,1.0,1.0,,1.0,85.0
4,"Grundy, Brodie",8,5,11,19,,1.0,45.0,7.0,1.0,1.0,4.0,4.0,1.0,3.0,,6.0,13.0,,,1.0,1.0,,88.0
38,"Howe, Jeremy",10,3,4,14,,,,2.0,2.0,1.0,,1.0,,,,2.0,10.0,,,1.0,,,94.0
17,"Marsh, Jonathon",7,5,4,11,,,,3.0,2.0,,,3.0,1.0,,,3.0,7.0,1.0,,7.0,,,87.0
37,"Maynard, Brayden",10,2,5,15,1,,,6.0,2.0,1.0,,,1.0,,,5.0,12.0,,1.0,1.0,,1.0,83.0
30,"Moore, Darcy",8,6,,8,3,2.0,,1.0,,2.0,,1.0,2.0,1.0,,7.0,1.0,5.0,5.0,1.0,,1.0,34.0
10,"Pendlebury, Scott",11,4,23,34,,,1.0,13.0,3.0,3.0,6.0,1.0,4.0,,2.0,15.0,20.0,,,1.0,,,81.0
20,"Reid, Ben",10,7,6,16,,,,3.0,3.0,,,4.0,,1.0,,3.0,13.0,1.0,,7.0,,,91.0
22,"Sidebottom, Steele",16,3,10,26,2,,,5.0,3.0,5.0,3.0,1.0,,,1.0,5.0,21.0,,1.0,1.0,1.0,,90.0
40,"Smith, Josh",18,7,10,28,,,,7.0,4.0,1.0,1.0,1.0,,,,1.0,25.0,,,4.0,,,90.0
7,"Treloar, Adam",12,1,16,28,1,,,9.0,2.0,3.0,9.0,3.0,,,,17.0,12.0,,,2.0,2.0,,75.0
18,"Varcoe, Travis",6,2,8,14,,,,8.0,,3.0,,,,,,10.0,5.0,1.0,,2.0,,,82.0
9,"White, Jesse",8,2,3,11,1,1.0,7.0,5.0,,3.0,2.0,1.0,3.0,1.0,,6.0,5.0,,1.0,3.0,1.0,1.0,89.0
26,"Williams, Marley",7,4,15,22,,,,3.0,4.0,1.0,1.0,1.0,,,,4.0,17.0,,,1.0,1.0,,67.0
33,"Wills, Rupert",5,1,12,17,,,,11.0,,1.0,3.0,1.0,1.0,1.0,,8.0,10.0,,,1.0,,1.0,68.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,199,78,213,412,13,13.0,53.0,118.0,31.0,47.0,47.0,44.0,17.0,13.0,6.0,150.0,265.0,11.0,12.0,50.0,6.0,7.0,
Opposition,Opposition,162,74,160,322,11,6.0,29.0,89.0,31.0,47.0,28.0,46.0,13.0,17.0,,116.0,208.0,8.0,12.0,49.0,2.0,9.0,
