Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Baker, Liam",17,1,9,26,1,2.0,,,2.0,7.0,5.0,3.0,1.0,1.0,2.0,10.0,15.0,,1.0,6.0,,,86.0
21,"Balta, Noah",7,2,4,11,1,,,3.0,1.0,3.0,1.0,3.0,3.0,1.0,,5.0,7.0,1.0,,,,,83.0
29,"Bolton, Shai",10,2,9,19,,5.0,,1.0,1.0,4.0,2.0,6.0,,3.0,,11.0,10.0,,1.0,1.0,3.0,1.0,84.0
35,"Broad, Nathan",14,5,4,18,,,,,6.0,,,1.0,1.0,,,3.0,11.0,,,7.0,,,88.0
42,"Clarke, Judson",7,3,4,11,2,,,3.0,,3.0,,2.0,2.0,,,5.0,6.0,,1.0,2.0,,,71.0
9,"Cotchin, Trent",12,5,13,25,,,,,2.0,3.0,3.0,6.0,,2.0,,8.0,17.0,,,3.0,,,77.0
10,"Edwards, Shane",6,1,6,12,,1.0,,2.0,,1.0,,2.0,,,,5.0,7.0,,,1.0,,1.0,83.0
28,"Gibcus, Josh",3,1,3,6,1,,,2.0,2.0,1.0,,1.0,1.0,1.0,,5.0,3.0,,,6.0,,,85.0
34,"Graham, Jack",8,3,9,17,1,,,10.0,,4.0,2.0,3.0,2.0,1.0,,9.0,10.0,,,3.0,,,80.0
2,"Grimes, Dylan",9,4,1,10,,,,1.0,2.0,2.0,,2.0,1.0,1.0,,7.0,3.0,2.0,,8.0,,,93.0
23,"Lambert, Kane",,,,,,,,,,,,,,,,,,,,,,,
4,"Martin, Dustin",10,2,3,13,2,,,,,6.0,2.0,6.0,1.0,4.0,,8.0,5.0,2.0,,1.0,,2.0,88.0
33,"McIntosh, Kamdyn",9,6,3,12,1,,1.0,2.0,2.0,2.0,,1.0,1.0,,,3.0,9.0,1.0,1.0,2.0,3.0,,88.0
25,"Nankervis, Toby",7,3,9,16,,,29.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0,,7.0,7.0,1.0,,3.0,,1.0,71.0
50,"Pickett, Marlion",12,5,2,14,,,,5.0,3.0,5.0,,3.0,2.0,1.0,,5.0,9.0,,,,,,81.0
3,"Prestia, Dion",11,,14,25,,,,2.0,1.0,6.0,6.0,3.0,2.0,,,12.0,13.0,,,1.0,,1.0,83.0
45,"Ralphsmith, Hugo",6,4,9,15,,1.0,,4.0,,1.0,,6.0,1.0,2.0,,5.0,10.0,,1.0,2.0,,,67.0
8,"Riewoldt, Jack",8,4,4,12,1,1.0,,2.0,,3.0,,5.0,,1.0,,4.0,7.0,3.0,2.0,4.0,,,93.0
17,"Rioli, Daniel",8,5,10,18,1,,,,3.0,2.0,,,,,,6.0,10.0,1.0,,1.0,1.0,,85.0
15,"Short, Jayden",19,5,4,23,,,,2.0,3.0,4.0,4.0,4.0,1.0,1.0,,11.0,13.0,,,5.0,1.0,,86.0
20,"Soldo, Ivan",5,4,5,10,,,11.0,2.0,,1.0,1.0,1.0,2.0,,,6.0,4.0,2.0,,2.0,,1.0,56.0
6,"Tarrant, Robbie",7,7,5,12,,,,2.0,1.0,1.0,,1.0,1.0,,,6.0,6.0,1.0,,8.0,,,89.0
1,"Vlastuin, Nick",14,9,6,20,,,,2.0,8.0,2.0,1.0,,1.0,,,5.0,12.0,,1.0,2.0,,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,209,81,136,345,11,11.0,41.0,49.0,38.0,64.0,30.0,62.0,24.0,21.0,2.0,146.0,194.0,14.0,8.0,68.0,8.0,7.0,
Opposition,Opposition,218,84,160,378,10,5.0,18.0,49.0,51.0,48.0,39.0,71.0,21.0,24.0,4.0,146.0,225.0,9.0,9.0,47.0,1.0,7.0,
